,id,fecha,latitud_origen,longitud_origen,latitud_destino,longitud_destino,distancia,tiempo,region_origen,region_destino,distancia_api,tiempo_api
79,124089664,2021-07-21,-8.128727,-79.0444,-8.49731,-78.67962,66547.0,5191.0,La Libertad,La Libertad,65209.4,4617.2
80,124090257,2021-07-22,-12.04152,-75.22359,-12.09533,-75.20822,7513.0,1570.0,Junín,Junín,7580.5,672.5
81,124090878,2021-07-24,-12.15584,-76.97993,-12.1911,-76.96734000000001,5082.0,654.0,Lima,Lima,6615.6,629.5
82,124091689,2021-07-26,-11.96515,-77.12242,-11.9365,-77.06054,12059.0,2238.0,Callao,Lima,10807.8,1144.6
83,124092272,2021-07-28,-12.65464,-69.30515,-12.7266,-69.59524,37346.0,2088.0,Madre de Dios,Madre de Dios,36170.9,5171.5
84,124090072,2021-07-22,-11.9768,-77.01405,-12.15613,-77.01592,26312.0,2861.0,Lima,Lima,23093.8,1983.2
85,124088885,2021-07-20,-11.97763,-77.01524,-12.13993,-76.95902,25579.0,2987.0,Lima,Lima,23899.4,1849.7
86,124091157,2021-07-25,-16.41647,-71.49827,-16.422800000000002,-71.54784000000001,6107.0,882.0,Arequipa,Arequipa,6174.8,608.4
87,124093317,2021-08-01,-17.19793,-70.94593,-17.2837,-71.17984,35194.0,1864.0,Moquegua,Moquegua,35252.4,2061.5
88,124089756,2021-07-21,-5.201519,-80.64629,-5.20203,-80.65702,1620.0,346.0,Departamento de Piura,Departamento de Piura,1546.7,235.9
89,124092963,2021-07-30,-6.225995,-77.87402,-5.95353,-77.97374,52207.0,3872.0,Amazonas,Amazonas,50487.1,3196.2
90,124090335,2021-07-23,-16.3856,-71.54855,-16.4222,-71.53344,5932.0,1156.0,Arequipa,Arequipa,5866.6,615.2
91,124091090,2021-07-25,-16.33042,-71.53904,-16.422800000000002,-71.54784000000001,12024.0,1629.0,Arequipa,Arequipa,12098.0,1213.9
92,124089717,2021-07-21,-13.53244,-71.96023,-13.54733,-71.94592,4201.0,766.0,Cusco,Cusco,3901.3,329.3
93,124092365,2021-07-28,-16.42865,-71.48995,-16.4841,-71.50074000000001,9372.0,1405.0,Arequipa,Arequipa,10390.2,1168.6
94,124091971,2021-07-27,-12.94218,-76.38596,-12.9856,-76.51164,19513.0,1441.0,Lima,Lima,19283.9,1994.2
95,124090245,2021-07-22,-8.414403,-74.56762,-8.48517,-74.81251999999999,31854.0,2465.0,Ucayali,Ucayali,33901.8,1976.7
96,124089451,2021-07-19,-9.071735,-78.59804,-9.51898,-78.27821999999999,186702.0,10361.0,Ancash,Ancash,181648.2,10535.8
97,124091952,2021-07-27,-12.22502,-76.936,-12.113,-77.00014,19449.0,1881.0,Lima,Lima,16859.7,1293.7
98,124091590,2021-07-26,-11.98611,-77.00695,-12.1791,-77.01844,27570.0,2955.0,Lima,Lima,25540.8,2113.9
99,124088706,2021-07-19,-11.96494,-77.1227,-11.99883,-77.10141999999999,9475.0,1265.0,Callao,Lima,5577.1,600.7
100,124092673,2021-07-30,-12.02599,-77.02471,-12.098,-76.88924,28356.0,3591.0,Lima,Lima,24637.9,2068.0
101,124091373,2021-07-26,-12.15582,-76.98003,-12.0794,-77.02094000000001,14401.0,1246.0,Lima,Lima,13809.8,973.0
102,124092658,2021-07-30,-3.755803,-73.26853,-3.80443,-73.30984000000001,7963.0,1196.0,Loreto,Loreto,8159.1,775.6
103,124093153,2021-07-31,-11.11552,-77.6105,-10.8146,-77.72494,42313.0,2710.0,Lima,Lima,40189.9,2344.2
104,124090118,2021-07-22,-12.04511,-77.10551,-12.00043,-77.06201999999999,9751.0,1405.0,Callao,Lima,9413.3,728.0
105,124090302,2021-07-22,-12.02628,-77.09743,-12.07213,-77.04902,10726.0,1779.0,Callao,Lima,10744.8,990.1
106,124092973,2021-07-30,-11.99401,-75.26401,-11.7515,-75.52334,49966.0,3702.0,Junín,Junín,48480.3,3011.8
107,124090162,2021-07-22,-16.4288,-71.49058,-16.42253,-71.53211999999999,5828.0,933.0,Arequipa,Arequipa,6120.1,697.7
108,124091039,2021-07-24,-11.96507,-77.12257,-11.9964,-77.13294,6292.0,953.0,Callao,Lima,5250.7,619.7
109,124090847,2021-07-24,-12.1833,-76.99735,-11.7872,-77.18634,59306.0,5660.0,Lima,Lima,58171.1,4742.2
110,124092189,2021-07-27,-11.96515,-77.12277,-12.0487,-77.05154,18316.0,2228.0,Callao,Lima,14836.3,1354.1
111,124089508,2021-07-21,-11.89001,-77.12469,-11.96463,-77.13292,10197.0,1084.0,Callao,Lima,10148.8,802.3
112,124088902,2021-07-20,-7.409362,-79.56154,-7.23454,-79.43592,30998.0,2362.0,La Libertad,La Libertad,32660.7,2074.8
113,124091628,2021-07-26,-14.04535,-75.69704,-13.434,-76.14114000000001,110376.0,6665.0,Ica,Ica,113190.0,7157.8
114,124092503,2021-07-29,-16.33469,-71.54845,-16.3615,-71.57844,5734.0,823.0,Arequipa,Arequipa,6142.0,617.7
115,124089082,2021-07-20,-14.0412,-75.69926,-14.09593,-75.73241999999999,9327.0,1283.0,Ica,Ica,8808.2,955.9
116,124091140,2021-07-25,-16.33042,-71.53904,-16.3064,-71.62524,11846.0,1663.0,Arequipa,Arequipa,12144.7,1197.7
117,124091026,2021-07-24,-7.18025,-78.48965,-7.16032,-78.52304000000001,5345.0,1020.0,Cajamarca,Cajamarca,5254.0,550.5
118,124089963,2021-07-19,-8.413985,-74.56741,-8.4114,-74.62751999999999,13162.0,1301.0,Ucayali,Ucayali,15250.4,1111.5
119,124091999,2021-07-27,-7.982075,-79.06519,-8.1188,-79.01924000000001,42569.0,2908.0,La Libertad,La Libertad,19346.2,1635.6
120,124088514,2021-07-19,-15.83624,-70.02019,-14.92363,-69.87482,133203.0,8640.0,Puno,Puno,132507.4,6594.9
121,124092812,2021-07-30,-5.201528,-80.6463,-5.372719999999999,-80.74264000000001,25435.0,2250.0,Departamento de Piura,Departamento de Piura,25889.9,1912.5
122,124090030,2021-07-22,-13.42426,-76.13197,-13.40873,-76.16112,4041.0,678.0,Ica,Ica,4225.2,389.3
123,124092276,2021-07-28,-12.77725,-74.99487,-12.79,-74.97014,4997.0,890.0,Huancavelica,Huancavelica,4240.3,338.2
124,124087664,2021-07-19,-16.35632,-71.54082,-16.62153,-71.42972,46391.0,5297.0,Arequipa,Arequipa,44702.8,4236.5
125,124088801,2021-07-19,-11.96494,-77.1227,-11.88313,-77.02112,20929.0,3095.0,Callao,Lima,20536.9,1739.2
126,124090388,2021-07-23,-11.96518,-77.12289,-12.0505,-77.12184,12016.0,1290.0,Callao,Lima,10965.0,958.9
127,124089187,2021-07-20,-8.422395,-74.56271,-8.42135,-74.56192,191.0,67.0,Ucayali,Ucayali,185.9,31.6
128,124091915,2021-07-27,-16.38556,-71.54858,-16.402,-71.49634,8619.0,1342.0,Arequipa,Arequipa,7878.1,795.9
129,124092660,2021-07-30,-11.11689,-77.61123,-11.0177,-77.61924,14557.0,1613.0,Lima,Lima,13350.8,876.8
130,124091698,2021-07-26,-12.18221,-76.99603,-11.7872,-77.18634,63975.0,5766.0,Lima,Lima,58431.7,4773.2
131,124092813,2021-07-30,-4.580977,-81.18764,-4.69687,-81.06274,20105.0,1035.0,Departamento de Piura,Departamento de Piura,20117.8,867.9
132,124088613,2021-07-19,-8.128703,-79.0444,-8.307590000000001,-78.89292,38223.0,3137.0,La Libertad,La Libertad,36730.6,2425.7
133,124093123,2021-07-31,-7.982128,-79.06475,-8.12669,-79.03984,42040.0,2576.0,La Libertad,La Libertad,19908.8,1586.5
134,124088525,2021-07-19,-12.16512,-76.95527,-12.07663,-77.02752,18464.0,1719.0,Lima,Lima,13983.8,1220.7
135,124089188,2021-07-20,-5.177995,-80.6729,-5.18445,-80.68621999999999,2420.0,390.0,Departamento de Piura,Departamento de Piura,2882.0,358.3
136,124092629,2021-07-30,-11.97994,-77.10689,-11.5355,-76.65564,117733.0,11835.0,Lima,Lima,114084.3,8242.0
137,124092061,2021-07-27,-11.91136,-77.12868,-11.8305,-77.05244,19283.0,2249.0,Callao,Lima,18599.0,1425.9
138,124090975,2021-07-24,-11.11598,-77.611,-11.0956,-77.52744,10395.0,1604.0,Lima,Lima,8717.2,796.0
139,124089754,2021-07-21,-11.97697,-77.01445,-12.21983,-76.91732,35709.0,3690.0,Lima,Lima,33124.2,2586.9
140,124090151,2021-07-22,-15.4938,-70.1338,-15.32363,-69.35022,115934.0,9884.0,Puno,Puno,112281.7,6033.7
141,124090588,2021-07-23,-12.15574,-76.98003,-12.0998,-77.04884,17036.0,1522.0,Lima,Lima,12227.5,1115.0
142,124092197,2021-07-27,-12.05447,-77.01488,-12.1607,-76.95884000000001,16644.0,2056.0,Lima,Lima,15021.4,1129.1
143,124089706,2021-07-21,-6.765688,-79.87012,-6.45858,-79.86092,37507.0,2978.0,Lambayeque,Lambayeque,38066.1,2301.5
144,124091674,2021-07-26,-12.15572,-76.98003,-12.1407,-76.96504,4036.0,952.0,Lima,Lima,3284.8,363.0
145,124092107,2021-07-27,-11.96515,-77.12277,-12.0125,-76.88014,39052.0,3515.0,Callao,Lima,33374.7,2314.1
146,124093276,2021-07-31,-11.97648,-76.77332,-11.9866,-76.77624,2558.0,408.0,Lima,Lima,1512.7,254.1
147,124088633,2021-07-19,-5.193246,-80.64008,-4.85331,-80.87751999999999,60959.0,4257.0,Departamento de Piura,Departamento de Piura,61272.1,3145.5
148,124092401,2021-07-28,-11.96507,-77.12269,-11.4614,-76.63164,99068.0,9083.0,Callao,Lima,98839.5,6783.2
149,124087689,2021-07-19,-12.15603,-76.9799,-12.15613,-77.01592,9459.0,1411.0,Lima,Lima,7164.6,777.2
150,124091227,2021-07-25,-13.30554,-72.11964,-12.8743,-72.68874000000001,159584.0,11914.0,Cusco,Cusco,158576.1,12940.8
151,124091218,2021-07-25,-18.0195,-70.26373,-18.0505,-70.29174,5119.0,550.0,Tacna,Tacna,5115.3,467.2
152,124090487,2021-07-23,-16.3856,-71.54855,-16.4841,-71.50074000000001,16186.0,2314.0,Arequipa,Arequipa,16404.8,1506.2
153,124089124,2021-07-20,-11.98656,-77.12461,-12.00893,-77.05731999999999,10652.0,1525.0,Callao,Lima,9360.4,864.4
154,124092430,2021-07-28,-13.54383,-71.91962,-13.134,-72.60434000000001,209903.0,18046.0,Cusco,Cusco,208056.2,17632.9
155,124092169,2021-07-27,-11.91136,-77.12868,-11.4834,-76.62794000000001,109714.0,9209.0,Callao,Lima,106040.1,7356.7
156,124092117,2021-07-27,-12.15554,-76.98007,-12.1659,-76.98364000000001,4286.0,593.0,Lima,Lima,3987.8,334.3
157,124088733,2021-07-19,-9.127098,-78.52545,-9.14831,-78.49772,5290.0,534.0,Ancash,Ancash,4249.1,435.6
158,124088741,2021-07-19,-12.0496,-75.22359,-12.51983,-74.93151999999999,79644.0,6653.0,Junín,Huancavelica,81871.2,7034.1
159,124092218,2021-07-28,-14.04107,-75.69938,-14.0666,-75.73024000000001,5153.0,877.0,Ica,Ica,5212.1,545.4
160,124090031,2021-07-22,-12.1457,-76.98181,-12.14143,-76.98881999999999,3672.0,681.0,Lima,Lima,3170.1,395.2
161,124089809,2021-07-22,-12.15562,-76.97999,-12.20833,-76.97131999999999,6420.0,822.0,Lima,Lima,6411.9,637.4
162,124091956,2021-07-27,-6.765628,-79.87019,-6.774579999999999,-79.85444,2658.0,484.0,Lambayeque,Lambayeque,2549.6,246.3
163,124091065,2021-07-25,-12.15567,-76.98005,-12.2324,-76.97984000000001,10967.0,1252.0,Lima,Lima,12204.0,887.6
164,124089316,2021-07-21,-12.58308,-69.20438,-12.59183,-69.17692,4381.0,693.0,Madre de Dios,Madre de Dios,4062.6,375.9
165,124091177,2021-07-25,-14.82747,-74.93661,-14.8526,-74.95384,4331.0,524.0,Ica,Ica,4263.6,239.6
166,124090846,2021-07-24,-11.96501,-77.12285,-11.9365,-77.06054,12030.0,2217.0,Callao,Lima,10783.7,1131.7
167,124090405,2021-07-23,-11.96511,-77.12267,-12.0851,-77.10704,16804.0,1952.0,Callao,Lima,16050.8,1374.0
168,124092043,2021-07-27,-11.99306,-77.12567,-12.0125,-76.88014,35795.0,3137.0,Callao,Lima,34020.4,2170.1
169,124092827,2021-07-30,-5.201528,-80.6463,-5.18412,-80.68754,5971.0,913.0,Departamento de Piura,Departamento de Piura,10299.0,631.3
170,124090575,2021-07-23,-16.3856,-71.54855,-16.4143,-71.55474000000001,4186.0,699.0,Arequipa,Arequipa,4041.2,474.2
171,124092194,2021-07-27,-12.05447,-77.01488,-12.1501,-77.02874,12323.0,1330.0,Lima,Lima,12483.5,896.2
172,124090753,2021-07-24,-11.96492,-77.12257,-11.4834,-76.62794000000001,105187.0,9636.0,Callao,Lima,104851.8,7247.3
173,124089872,2021-07-22,-11.87568,-77.03142,-11.88343,-77.03702,2234.0,303.0,Lima,Lima,1647.2,202.1
174,124089815,2021-07-22,-6.716923,-79.81094,-6.8077,-79.84042,17248.0,1750.0,Lambayeque,Lambayeque,17288.0,1621.0
175,124090764,2021-07-24,-11.99144,-77.01133,-12.1607,-76.95884000000001,24618.0,2656.0,Lima,Lima,22173.9,1682.5
176,124088879,2021-07-20,-12.94639,-76.38345,-12.60753,-76.63542,59079.0,3556.0,Lima,Lima,59187.0,3961.9
177,124090563,2021-07-23,-15.49043,-70.13274,-16.0961,-69.64094,100162.0,6941.0,Puno,Puno,98398.8,6531.4
178,124092010,2021-07-27,-11.9661,-77.1226,-12.0284,-77.07594,12236.0,1796.0,Callao,Lima,9889.6,973.3
179,124092890,2021-07-30,-5.201528,-80.6463,-5.183719999999999,-80.67604,4678.0,688.0,Departamento de Piura,Departamento de Piura,4622.0,485.4
180,124091145,2021-07-25,-5.201479,-80.64362,-5.190709999999999,-80.67394,4688.0,679.0,Departamento de Piura,Departamento de Piura,4686.8,448.0
181,124091967,2021-07-27,-11.98403,-75.25939,-12.0473,-75.23144,8982.0,1137.0,Junín,Junín,8528.7,729.4
182,124089341,2021-07-21,-13.53988,-71.9177,-13.52443,-71.98152,8053.0,1255.0,Cusco,Cusco,8120.6,639.2
183,124088784,2021-07-19,-12.15556,-76.97968,-12.21753,-76.96871999999999,8723.0,966.0,Lima,Lima,8715.7,772.3
184,124092110,2021-07-27,-15.49062,-70.13254,-15.3033,-70.26104000000001,27044.0,1717.0,Puno,Puno,27213.4,1642.9
185,124090099,2021-07-22,-12.15583,-76.98,-12.28843,-76.87192,21900.0,1606.0,Lima,Lima,23842.0,1404.7
186,124093251,2021-07-31,-11.96499,-77.12278,-12.0217,-77.07254,13531.0,1869.0,Callao,Lima,10135.6,1007.5
187,124093137,2021-07-31,-12.15584,-76.98,-12.0294,-76.87954,30789.0,2751.0,Lima,Lima,29549.6,1860.6
188,124088964,2021-07-19,-8.016312,-79.06725,-8.11283,-79.01612,13196.0,1883.0,La Libertad,La Libertad,12700.7,1174.6
189,124089487,2021-07-21,-17.20657,-70.9524,-17.284029999999998,-71.17851999999999,33480.0,2126.0,Moquegua,Moquegua,32968.8,1915.2
190,124088597,2021-07-19,-12.5832,-69.20412,-12.72693,-69.59392,52682.0,3099.0,Madre de Dios,Madre de Dios,51227.6,6115.2
191,124091745,2021-07-26,-11.96514,-77.12267,-12.0575,-76.98374,30515.0,3509.0,Callao,Lima,26457.0,2075.1
192,124090679,2021-07-23,-11.41695,-75.69798,-11.4168,-75.69884,95.0,24.0,Junín,Junín,94.6,13.6
193,124090011,2021-07-22,-13.42426,-76.13197,-13.49403,-76.14511999999999,8805.0,767.0,Ica,Ica,9924.5,863.2
194,124093281,2021-07-31,-11.97194,-77.12064,-12.0611,-77.12094,11269.0,1290.0,Callao,Lima,10905.9,992.0
195,124092296,2021-07-28,-8.0932,-78.99601,-8.1188,-79.01924000000001,5201.0,827.0,La Libertad,La Libertad,5081.7,457.3
196,124090722,2021-07-24,-11.94054,-77.08604,-11.4834,-76.62794000000001,96585.0,8018.0,Lima,Lima,97089.9,6488.3
197,124091603,2021-07-26,-16.42863,-71.48997,-16.422800000000002,-71.54784000000001,7247.0,1095.0,Arequipa,Arequipa,7544.8,782.5
198,124089639,2021-07-21,-12.00283,-77.11545,-12.02683,-77.00511999999999,18160.0,1983.0,Callao,Lima,17483.1,1239.0
199,124092791,2021-07-30,-11.89854,-77.12971,-12.0831,-77.05544,25604.0,3092.0,Callao,Lima,25617.4,1970.6
200,124087900,2021-07-19,-6.807132,-79.83833,-6.74262,-79.64402,27873.0,2539.0,Lambayeque,Lambayeque,28127.0,1623.5
201,124090434,2021-07-23,-11.99266,-77.12611,-12.0641,-77.04414,16274.0,2127.0,Callao,Lima,16432.2,1472.2
202,124091968,2021-07-27,-11.9653,-77.12307,-12.0749,-77.16444,17385.0,2068.0,Callao,Lima,15480.4,1445.4
203,124089709,2021-07-21,-12.11982,-76.99744,-12.06123,-76.94422,12219.0,1494.0,Lima,Lima,12097.6,1000.1
