,id,fecha,latitud_origen,longitud_origen,latitud_destino,longitud_destino,distancia,tiempo,distancia_api,tiempo_api,region_origen_Amazonas,region_origen_Ancash,region_origen_Apurímac,region_origen_Arequipa,region_origen_Ayacucho,region_origen_Cajamarca,region_origen_Callao,region_origen_Cusco,region_origen_Departamento de Piura,region_origen_Huancavelica,region_origen_Huánuco,region_origen_Ica,region_origen_Junín,region_origen_La Libertad,region_origen_Lambayeque,region_origen_Lima,region_origen_Loreto,region_origen_Madre de Dios,region_origen_Moquegua,region_origen_Pasco,region_origen_Puno,region_origen_San Martín,region_origen_Tacna,region_origen_Tumbes,region_origen_Ucayali,region_destino_Amazonas,region_destino_Ancash,region_destino_Apurímac,region_destino_Arequipa,region_destino_Ayacucho,region_destino_Cajamarca,region_destino_Cusco,region_destino_Departamento de Piura,region_destino_Huancavelica,region_destino_Huánuco,region_destino_Ica,region_destino_Junín,region_destino_La Libertad,region_destino_Lambayeque,region_destino_Lima,region_destino_Loreto,region_destino_Madre de Dios,region_destino_Moquegua,region_destino_Pasco,region_destino_Puno,region_destino_San Martín,region_destino_Tacna,region_destino_Tumbes,region_destino_Ucayali
10,124092315,2021-07-28,-12.59543,-69.19855,-12.8931,-69.83774,83476.0,4507.0,83524.8,10670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,124089482,2021-07-21,-5.176979,-80.68034,-5.39222,-80.77462,39430.0,3378.0,39515.6,2522.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,124089848,2021-07-22,-13.54389,-71.91968,-12.87133,-72.70042,209617.0,16816.0,209384.2,16491.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,124093006,2021-07-30,-12.15562,-76.98,-12.186,-76.98764,4625.0,811.0,4985.7,858.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,124091852,2021-07-26,-13.15592,-74.22416,-13.1795,-74.22994,3360.0,908.0,3210.3,442.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,124088562,2021-07-19,-16.55111,-72.59782,-16.40973,-73.22962,104278.0,6731.0,104200.6,5809.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,124089742,2021-07-21,-11.97697,-77.01445,-12.22123,-76.91232,36482.0,3922.0,33624.2,2677.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,124091120,2021-07-25,-14.69216,-74.13892,-14.8863,-74.99414,197324.0,16633.0,160371.0,7830.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,124091250,2021-07-25,-11.96515,-77.12243,-11.9892,-77.05344000000001,9336.0,2092.0,9330.3,997.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,124089463,2021-07-19,-8.413985,-74.56741,-8.39085,-74.54142,5236.0,888.0,5735.2,605.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,124088755,2021-07-19,-5.20156,-80.64625,-5.34657,-80.70931999999999,20972.0,1909.0,20961.7,1553.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,124091949,2021-07-27,-11.96572,-77.12257,-12.0125,-76.88014,37983.0,3498.0,33307.7,2306.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,124089852,2021-07-22,-11.87568,-77.03142,-11.87583,-77.12151999999999,19979.0,2431.0,18919.4,1530.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,124091705,2021-07-26,-8.414603,-74.5676,-8.32501,-74.85904000000001,48324.0,4458.0,50642.7,3009.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,124092270,2021-07-28,-16.38564,-71.54844,-16.413700000000002,-71.54754,4293.0,716.0,4362.8,467.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,124092984,2021-07-30,-6.483966,-76.36055,-6.367979999999999,-76.74694000000001,104674.0,11777.0,91284.7,5231.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,124091989,2021-07-27,-9.071959,-78.59869,-9.06737,-78.58704,2512.0,320.0,1986.3,245.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,124088924,2021-07-20,-15.83613,-70.01984,-15.82093,-70.02252,2291.0,400.0,2289.1,287.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,124089811,2021-07-22,-6.716923,-79.81094,-6.80043,-79.83941999999999,16324.0,1616.0,16352.9,1506.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,124091292,2021-07-25,-6.773885,-79.85686,-6.71693,-79.91124,12368.0,1265.0,11796.2,910.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,124092063,2021-07-27,-7.160597,-78.5237,-7.26465,-78.40504,24777.0,3117.0,23529.4,2494.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,124091242,2021-07-25,-9.172466,-78.35993,-9.08191,-78.57734,39360.0,2700.0,39365.2,3035.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,124091724,2021-07-26,-12.15563,-76.97968,-12.0345,-76.93974,18258.0,1956.0,17821.0,1318.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,124089436,2021-07-21,-11.99379,-75.286,-12.06213,-75.19232,15648.0,2093.0,15704.7,1097.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,124092701,2021-07-30,-12.15571,-76.98002,-12.2348,-76.94234,11613.0,1342.0,11407.7,946.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,124090281,2021-07-22,-6.483243,-76.36246,-6.483759999999999,-76.39811999999999,6162.0,891.0,5496.8,492.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,124092729,2021-07-30,-12.15571,-76.98002,-12.0658,-76.94204,13709.0,1252.0,13439.8,923.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,124092028,2021-07-27,-12.15581,-76.97998,-12.1659,-76.98364000000001,4274.0,590.0,3978.6,338.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38,124092027,2021-07-27,-12.15581,-76.97998,-12.0941,-76.94244,12730.0,1400.0,11675.4,970.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,124090720,2021-07-24,-12.15565,-76.97975,-12.1623,-76.98924000000001,4608.0,603.0,4336.3,402.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,124090075,2021-07-22,-11.96519,-77.12257,-11.95943,-77.01111999999999,28633.0,4093.0,29253.0,2584.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,124090781,2021-07-24,-6.48385,-76.36065,-6.483429999999999,-76.39944,7010.0,943.0,5943.0,562.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,124088724,2021-07-19,-13.53029,-71.93884,-13.36533,-72.11612,39958.0,3993.0,46669.9,3135.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,124089740,2021-07-21,-12.16562,-76.92236,-12.22743,-76.91302,10614.0,1245.0,10520.3,888.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44,124088557,2021-07-19,-11.97679,-77.01421,-12.07633,-76.98892,17827.0,2090.0,16037.6,1320.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45,124089888,2021-07-19,-11.96467,-77.12311,-12.01393,-77.10512,8940.0,1072.0,6087.5,654.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,124090258,2021-07-22,-12.21899,-76.94265,-12.03193,-77.13492,41496.0,3534.0,36351.6,2753.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47,124092040,2021-07-27,-7.982075,-79.06519,-8.5457,-78.68374,110474.0,7450.0,84426.9,6021.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,124092619,2021-07-29,-12.94212,-76.38585,-12.9203,-76.12244,55616.0,4983.0,57262.9,4593.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49,124089309,2021-07-20,-16.60427,-72.76879,-16.40973,-73.22962,68018.0,4161.0,67929.6,3559.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,124089314,2021-07-21,-11.97278,-77.1183,-11.98723,-77.11811999999999,2016.0,580.0,2125.2,271.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,124091979,2021-07-27,-8.072888,-79.03893,-8.08751,-79.12464,14505.0,1696.0,14715.4,1313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,124088699,2021-07-19,-12.15578,-76.97984,-12.21513,-76.94481999999999,8948.0,1122.0,9179.4,815.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,124089002,2021-07-20,-12.02732,-77.09722,-11.84833,-77.13911999999999,23965.0,2446.0,23950.1,1924.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,124088776,2021-07-19,-11.994,-75.26431,-12.04763,-75.23012,9323.0,1235.0,8219.0,758.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,124089999,2021-07-22,-5.167107,-80.66298,-5.18713,-80.66252,2943.0,412.0,2883.8,400.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,124089835,2021-07-22,-12.15562,-76.97999,-12.04223,-76.82902,39568.0,3795.0,39264.5,2725.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57,124093587,2021-08-01,-14.04114,-75.69933,-14.0726,-75.74614,8334.0,1265.0,7729.1,742.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,124090939,2021-07-24,-16.38971,-71.54777,-16.7335,-71.87744,69936.0,4819.0,70086.1,4684.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,124090070,2021-07-19,-17.46425,-71.0564,-17.166829999999997,-70.90002,43791.0,2809.0,44118.1,3438.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,124089672,2021-07-21,-4.581058,-81.18763,-4.6659,-81.30672,22663.0,1967.0,23756.8,1551.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,124089703,2021-07-21,-17.20657,-70.9524,-17.73143,-71.29352,94695.0,4495.0,93150.1,6368.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,124089243,2021-07-20,-12.04446,-77.05126,-11.87903,-77.02481999999999,23938.0,2374.0,22564.6,1745.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,124093189,2021-07-31,-12.15584,-76.98,-12.2324,-76.97984000000001,10959.0,1250.0,12203.2,892.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64,124093146,2021-07-31,-12.03236,-77.01221,-12.2031,-76.99914,28087.0,2215.0,28042.1,1715.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65,124093112,2021-07-31,-13.39135,-76.14552,-13.7208,-76.14964,44983.0,2515.0,45031.3,2588.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,124090319,2021-07-23,-9.13605,-78.52108,-9.13071,-78.50414,2718.0,436.0,2816.3,279.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,124092458,2021-07-29,-16.42865,-71.48995,-16.413700000000002,-71.54754,8795.0,1379.0,8519.2,891.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,124088703,2021-07-19,-11.97679,-77.01421,-12.13383,-77.03192,24324.0,2465.0,22085.0,1848.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,124089210,2021-07-20,-11.98656,-77.12461,-12.04903,-77.05022,14758.0,1885.0,14565.4,1150.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70,124088866,2021-07-20,-12.07538,-77.01181,-12.03053,-77.10932,17033.0,2004.0,20135.6,2247.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71,124089927,2021-07-19,-9.05435,-78.5844,-9.21761,-78.47152,26582.0,2534.0,26039.6,2324.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,124091854,2021-07-26,-11.965,-77.12263,-12.0699,-77.08994,15681.0,1967.0,13723.0,1214.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73,124090581,2021-07-23,-6.76583,-79.86971,-6.824529999999999,-79.86164000000001,12805.0,1240.0,8606.5,667.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74,124088763,2021-07-19,-12.5832,-69.20412,-12.80393,-69.63422,55071.0,2988.0,54796.4,6697.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,124091342,2021-07-26,-6.483948,-76.36053,-6.501449999999999,-76.38634,7226.0,1016.0,6346.1,642.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76,124090356,2021-07-23,-5.201555,-80.6463,-5.372719999999999,-80.74264000000001,25434.0,2249.0,25812.7,1913.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,124092855,2021-07-30,-12.15576,-76.97996,-12.0998,-77.04884,17040.0,1522.0,12232.0,1115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78,124092395,2021-07-28,-6.766022,-79.87011,-6.71693,-79.91124,11713.0,1210.0,11389.9,888.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,124089664,2021-07-21,-8.128727,-79.0444,-8.49731,-78.67962,66547.0,5191.0,65209.4,4617.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80,124090257,2021-07-22,-12.04152,-75.22359,-12.09533,-75.20822,7513.0,1570.0,7580.5,672.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,124090878,2021-07-24,-12.15584,-76.97993,-12.1911,-76.96734000000001,5082.0,654.0,6615.6,629.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
